Airport	Sentiment
Kagoshima Airport	6.080399156399157
Lugano Airport	6.080858087468089
Bern Belp Airport	6.080858087468089
Grenchen Airport	6.080858087468089
Zürich Airport	6.080858087468089
Merville-Calonne Airport	6.081624084249086
Chimborazo Airport	6.081882551060051
Santa Rosa International Airport	6.081882551060051
General Ulpiano Paez Airport	6.081882551060051
Santo Domingo de Los Colorados Airport	6.081882551060051
Juanjui Airport	6.082166227106227
Rishiri Airport	6.08241502941503
Ashiya Airport	6.08241502941503
St Gallen Altenrhein Airport	6.0824414208014215
Samedan Airport	6.0824414208014215
Güvercinlik Airport	6.0824414208014215
Esenboğa International Airport	6.0824414208014215
Etimesgut Air Base	6.0824414208014215
Akıncı Air Base	6.0824414208014215
Maritsa Airport	6.082665981795982
Diagoras Airport	6.082665981795982
Chetumal International Airport	6.08278842046842
Francisco Carle Airport	6.084357893772895
Inca Manco Capac International Airport	6.084357893772895
Nakashibetsu Airport	6.084490635475637
Chuuk International Airport	6.085162064047064
Pohnpei International Airport	6.085162064047064
Babelthuap Airport	6.085162064047064
Kosrae International Airport	6.085162064047064
Yap International Airport	6.085162064047064
Ciudad Obregón International Airport	6.08538842046842
Kinmen Airport	6.0858231751581755
Pingtung South Airport	6.0858231751581755
Andahuaylas Airport	6.0874187667887645
Comandante FAP German Arias Graziani Airport	6.0874187667887645
Domingo Faustino Sarmiento Airport	6.087580057997558
Area De Material Airport	6.087580057997558
Villa Dolores Airport	6.087580057997558
Miyazaki Airport	6.087599156399157
Nyutabaru Airport	6.087599156399157
Nancy-Essey Airport	6.0883372516372525
Dübendorf Air Base	6.08908023032523
Emmen Air Base	6.08908023032523
Mollis Airport	6.08908023032523
Meiringen Airport	6.08908023032523
Payerne Air Base	6.08908023032523
Ohrid St. Paul the Apostle Airport	6.089194430569429
Skopje Alexander the Great Airport	6.089194430569429
Gibraltar Airport	6.089194430569429
Belgrade Nikola Tesla Airport	6.089194430569429
Nis Airport	6.089194430569429
Okushiri Airport	6.089340029415029
Nevers-Fourchambault Airport	6.0904040842490845
Cambrai-Épinoy (BA 103) Air Base	6.0904040842490845
Maubeuge-Élesmes Airport	6.0904040842490845
Besançon-La Vèze Airport	6.0904040842490845
Phalsbourg-Bourscheid Air Base	6.0904040842490845
Megara Airport	6.090711537351539
Mikonos Airport	6.090711537351539
Paso De Los Libres Airport	6.09090505799756
Monte Caseros Airport	6.09090505799756
Libertador Gral D Jose De San Martin Airport	6.09090505799756
Santa Ana Del Yacuma Airport	6.091153965201466
Juana Azurduy De Padilla Airport	6.091153965201466
Capitan Oriel Lea Plaza Airport	6.091153965201466
Yamaguchi Ube Airport	6.09239002941503
Tsushima Airport	6.09239002941503
Monbetsu Airport	6.09239002941503
Santo Ângelo Airport	6.092808586136085
Governador Aluízio Alves International Airport	6.092808586136085
Campo de Marte Airport	6.09281572899323
Manicoré Airport	6.09281572899323
Ministro Victor Konder International Airport	6.09281572899323
Lille-Lesquin Airport	6.093044084249085
Tokachi Airport	6.093359726384726
Wakkanai Airport	6.093359726384726
Iki Airport	6.093359726384726
Kuchyňa Air Base	6.094077525807526
Lilongwe International Airport	6.094188730158729
Mzuzu Airport	6.094188730158729
Jorge Chávez International Airport	6.094227338217338
Košice Airport	6.0943394305694305
Ponta Pelada Airport	6.094571284548785
Zumbi dos Palmares Airport	6.094571284548785
Alberto Alcolumbre Airport	6.094571284548785
Dix-Sept Rosado Airport	6.094571284548785
Lyudao Airport	6.094613175158176
Kaohsiung International Airport	6.094613175158176
Chiayi Airport	6.094613175158176
Lanyu Airport	6.094613175158176
Oita Airport	6.094769156399158
German Olano Airport	6.0947853144078135
Matecaña International Airport	6.0947853144078135
Pitalito Airport	6.0947853144078135
Longtan Air Base	6.095063175158175
Taitung Airport	6.095063175158175
Piešťany Airport	6.095927525807525
Sliač Airport	6.095927525807525
Trenčín Airport	6.095927525807525
Poprad-Tatry Airport	6.095927525807525
North Caicos Airport	6.095927525807525
Providenciales Airport	6.095927525807525
South Caicos Airport	6.095927525807525
Arroyo Barril Airport	6.095927525807525
Maria Montez International Airport	6.095927525807525
Moshoeshoe I International Airport	6.095932063492064
Trat Airport	6.096600663780666
Blythe Airport	6.096600663780666
Al Asad Air Base	6.096600663780666
Mytilene International Airport	6.096785981795981
Aktion National Airport	6.096785981795981
Teniente General Gerardo Pérez Pinedo Airport	6.097180671550672
Iberia Airport	6.097180671550672
Cap FAP David Abenzur Rengifo International Airport	6.097180671550672
Étain-Rouvres Air Base	6.097368449328449
Autun-Bellevue Airport	6.097368449328449
Teniente FAP Jaime A De Montreuil Morales Airport	6.0977521001221
Puerto Esperanza Airport	6.0977521001221
Cesar Torke Podesta Airport	6.0977521001221
Capitan FAP Jose A Quinones Gonzales International Airport	6.0977521001221
Coronel FAP Alfredo Mendivil Duarte Airport	6.0977521001221
Glacier Park International Airport	6.0977951082251085
MBS International Airport	6.0977951082251085
Greater Binghamton/Edwin A Link field	6.0977951082251085
Baghdad International Airport	6.0977951082251085
Nan Airport	6.0977951082251085
Roi Et Airport	6.0977951082251085
Buri Ram Airport	6.0977951082251085
La Quiaca Airport	6.098105057997558
Marcos Juarez Airport	6.098105057997558
Villa Reynolds Airport	6.098105057997558
Brigadier Mayor D Cesar Raul Ojeda Airport	6.098105057997558
Corrientes Airport	6.098105057997558
Resistencia International Airport	6.098105057997558
Formosa Airport	6.098105057997558
Cataratas Del Iguazú International Airport	6.098105057997558
Nancy-Ochey (BA 133) Air Base	6.098151537351538
Pontarlier Airport	6.098151537351538
Reims-Champagne (BA 112) Air Base	6.098151537351538
Strasbourg Airport	6.098151537351538
Luxeuil-Saint-Sauveur (BA 116) Air Base	6.098151537351538
Cuers-Pierrefeu Airport	6.098151537351538
Toulon-Hyères Airport	6.098151537351538
Nîmes-Arles-Camargue Airport	6.098151537351538
Podgorica Airport	6.099539430569431
Priština International Airport	6.099539430569431
Tokachi-Obihiro Airport	6.100560635475635
Huancabamba Airport	6.101023171550671
Oiapoque Airport	6.102483586136086
Guiria Airport	6.103050311355311
Guanare Airport	6.103050311355311
Higuerote Airport	6.103050311355311
Jorge E. Gonzalez Torres Airport	6.1031158699633705
Gustavo Rojas Pinilla International Airport	6.1031158699633705
Eduardo Falla Solano Airport	6.1031158699633705
Gustavo Vargas Airport	6.1031158699633705
Oberá Airport	6.10410839133089
Reconquista Airport	6.10410839133089
Curuzu Cuatia Airport	6.10410839133089
El Bolson Airport	6.10410839133089
General E. Mosconi Airport	6.10410839133089
Brigadier Antonio Parodi Airport	6.10410839133089
Almirante Marco Andres Zar Airport	6.10410839133089
Gobernador Castello Airport	6.10410839133089
El Tehuelche Airport	6.10410839133089
Marambio Base	6.10410839133089
Puerto Deseado Airport	6.10410839133089
Laboulaye Airport	6.10483339133089
Goya Airport	6.10483339133089
Santiago Perez Airport	6.1048872985347975
El Caraño Airport	6.1048872985347975
Heriberto Gíl Martínez Airport	6.1048872985347975
Alfonso López Pumarejo Airport	6.1048872985347975
Vanguardia Airport	6.1048872985347975
Bermejo Airport	6.1048872985347975
Jorge Wilsterman International Airport	6.1048872985347975
Chimore Airport	6.1048872985347975
Capitán Aníbal Arab Airport	6.1048872985347975
El Alto International Airport	6.1048872985347975
Juan Mendoza Airport	6.1048872985347975
Capitan Nicolas Rojas Airport	6.1048872985347975
Capitán Av. Salvador Ogaya G. airport	6.1048872985347975
Miquelon Airport	6.105108442113442
Tarapoa Airport	6.105541757409258
Teniente Av. Jorge Henrich Arauz Airport	6.106125393772894
Teniente Coronel Rafael Pabón Airport	6.106125393772894
El Dorado International Airport	6.10624009074259
Viru Viru International Airport	6.106450393772894
El Embrujo Airport	6.106593647741148
Mariquita Airport	6.106593647741148
Jose Maria Córdova International Airport	6.106593647741148
Almirante Padilla Airport	6.106593647741148
Alferez FAP Alfredo Vladimir Sara Bauer Airport	6.106793171550671
Martin Miguel De Guemes International Airport	6.106982835775336
Gobernador Horacio Guzman International Airport	6.106982835775336
San Luis Airport	6.107159282661784
La Florida Airport	6.107159282661784
Ernesto Cortissoz International Airport	6.107159282661784
José Celestino Mutis Airport	6.107159282661784
Gerardo Tobar López Airport	6.107159282661784
Camilo Daza International Airport	6.107159282661784
Rafael Nuñez International Airport	6.107159282661784
Alfonso Bonilla Aragon International Airport	6.107159282661784
Yariguíes Airport	6.107159282661784
Gustavo Artunduaga Paredes Airport	6.107159282661784
Santiago Vila Airport	6.107159282661784
Juan Casiano Airport	6.107159282661784
Guaymaral Airport	6.107159282661784
Perales Airport	6.107159282661784
Antonio Roldan Betancourt Airport	6.107159282661784
Otu Airport	6.107160314407814
Puerto Bolívar Airport	6.107160314407814
Guasdalito Airport	6.107228089133089
Guillermo León Valencia Airport	6.107585314407813
Antonio Narino Airport	6.107585314407813
Punta Cana International Airport	6.107805859140861
Utila Airport	6.108387027417027
Yacuiba Airport	6.108755155677658
Johan Adolf Pengel International Airport	6.108755155677658
Cayenne-Rochambeau Airport	6.108755155677658
Saint-Georges-de-l'Oyapock Airport	6.108755155677658
Villacoublay-Vélizy (BA 107) Air Base	6.10884844932845
Reims-Prunay Airport	6.10884844932845
Troyes-Barberey Airport	6.10884844932845
Lunéville-Croismare Airport	6.10884844932845
Ålesund Airport	6.1090755999556
Cabo Rojo Airport	6.109272525807527
Casa De Campo International Airport	6.109272525807527
Orán Airport	6.1094028357753345
Araxos Airport	6.109743759573759
Hermes Quijada International Airport	6.110708391330889
Piloto Civil N. Fernández Airport	6.110708391330889
Malvinas Argentinas Airport	6.110708391330889
Capitan D Daniel Vazquez Airport	6.110708391330889
Jorge Isaac Airport	6.110896425518925
Alfredo Vásquez Cobo International Airport	6.110896425518925
Sandy Lake Airport	6.111550407647908
Shamattawa Airport	6.111550407647908
Pontoise - Cormeilles-en-Vexin Airport	6.111572893772895
North Spirit Lake Airport	6.111812041847043
Bearskin Lake Airport	6.111812041847043
João Simões Lopes Neto International Airport	6.111867475024974
Kangirsuk Airport	6.112188751803752
Damblain Airport	6.112210584970585
Andravida Air Base	6.112210584970585
Agrinion Air Base	6.112210584970585
Dimokritos Airport	6.112210584970585
Alexandria Airport	6.112210584970585
Teniente Coronel Luis a Mantilla Airport	6.112575090742592
Silvio Pettirossi International Airport	6.112575090742592
Juan De Ayolas Airport	6.112575090742592
Teniente Col Carmelo Peralta Airport	6.112575090742592
Itaipú Airport	6.112575090742592
Dr. Luis Maria Argaña International Airport	6.112575090742592
Carlos Miguel Gimenez Airport	6.112575090742592
St Pierre Airport	6.113478442113442
Ambérieu Air Base (BA 278)	6.113478442113442
El Eden Airport	6.11570009074259
Optand Airport	6.115899820179821
Sundsvall-Härnösand Airport	6.115899820179821
Perito Moreno Airport	6.11600839133089
Comandante Espora Airport	6.11600839133089
Brigadier D.H.E. Ruiz Airport	6.11600839133089
Olavarria Airport	6.11600839133089
General Pico Airport	6.11600839133089
Churchill Falls Airport	6.1161504076479085
Francisco de Sá Carneiro Airport	6.116334538794538
Mário Ribeiro Airport	6.116462395659895
Tres De Mayo Airport	6.117040090742592
Las Flores Airport	6.117040090742592
Palonegro Airport	6.117040090742592
Kastoria National Airport	6.117269870684871
Kithira Airport	6.117269870684871
Kefallinia Airport	6.117269870684871
Kalamata Airport	6.117269870684871
Amigdhaleon Airport	6.117269870684871
Kos Airport	6.117269870684871
Karpathos Airport	6.117269870684871
Salgado Filho Airport	6.118592475024974
Prefeito Doutor João Silva Filho Airport	6.118592475024974
Poços de Caldas - Embaixador Walther Moreira Salles Airport	6.118592475024974
Lauro Kurtz Airport	6.118592475024974
Landskrona Airport	6.1190353468753464
Kristianstad Airport	6.119281775446775
Fort Severn Airport	6.120434509379509
Fort Albany Airport	6.120434509379509
Fort Hope Airport	6.120434509379509
Makkovik Airport	6.120434509379509
Texada Gillies Bay Airport	6.120434509379509
Attawapiskat Airport	6.121138751803752
Lac Du Bonnet Airport	6.121138751803752
Héroes De Malvinas Airport	6.121190613553114
Villa Gesell Airport	6.121190613553114
Cutral-Co Airport	6.121190613553114
Aviador C. Campos Airport	6.121190613553114
Conceição do Araguaia Airport	6.121190613553114
Campo Délio Jardim de Mattos Airport	6.121190613553114
Amapá Airport	6.121190613553114
Fort Frances Municipal Airport	6.121443751803752
Kasabonika Airport	6.121443751803752
Bømoen Airport	6.121639885669886
Itacoatiara Airport	6.122024819902319
Portimão Airport	6.122844062604063
Araraquara Airport	6.122848946886447
Senador Nilo Coelho Airport	6.1231424750249746
Porto Nacional Airport	6.1231424750249746
Itaituba Airport	6.12342981990232
Bahia - Jorge Amado Airport	6.12342981990232
Usiminas Airport	6.12342981990232
Francisco Vilela do Amaral Airport	6.12342981990232
Prefeito Renato Moreira Airport	6.12342981990232
Belém/Brigadeiro Protásio de Oliveira Airport	6.12342981990232
Francisco de Assis Airport	6.12342981990232
Gregorio Luperon International Airport	6.123860404595406
Las Américas International Airport	6.123860404595406
San Isidro Air Base	6.123860404595406
Cibao International Airport	6.123860404595406
Wollaston Lake Airport	6.124063740981241
Batna Airport	6.124063740981241
Béchar Boudghene Ben Ali Lotfi Airport	6.124063740981241
Bordj Badji Mokhtar Airport	6.124063740981241
Guemar Airport	6.124063740981241
Kumasi Airport	6.124063740981241
Grise Fiord Airport	6.12409753968254
Summer Beaver Airport	6.124152041847042
Wapekeka Airport	6.124152041847042
Wunnumin Lake Airport	6.124152041847042
Indian Mountain LRRS Airport	6.12470424963925
La Tabatière Airport	6.1249337085137086
Cat Lake Airport	6.1249337085137086
Nea Anchialos Airport	6.125555584970585
Elefsis Airport	6.125555584970585
Chios Island National Airport	6.125555584970585
Ioannina Airport	6.125555584970585
Heraklion International Nikos Kazantzakis Airport	6.125555584970585
Hagshult Airport	6.125927013542012
Chesterfield Inlet Airport	6.125995115440116
Nain Airport	6.125995115440116
Halmstad Airport	6.126173442113441
Oskarshamn Airport	6.126419870684871
Anderstorp Airport	6.126419870684871
Aguas Claras Airport	6.126426981074481
Uranium City Airport	6.126775115440115
Lourdes de Blanc Sablon Airport	6.126775115440115
Cartwright Airport	6.126775115440115
Masvingo International Airport	6.1270097619047625
Zvishavane Airport	6.1270097619047625
Thornhill Air Base	6.1270097619047625
Ponta Porã Airport	6.127697475024974
Governador Jorge Teixeira de Oliveira Airport	6.127697475024974
Tres Arroyos Airport	6.12777228021978
Bolivar Airport	6.12777228021978
Ástor Piazzola International Airport	6.12777228021978
Gods Lake Narrows Airport	6.127887236652237
Igloolik Airport	6.127887236652237
Presidente Peron Airport	6.1286056135531135
Comodoro Pedro Zanni Airport	6.1286056135531135
San Carlos De Bariloche Airport	6.1286056135531135
Brønnøysund Airport	6.128811314241314
Bodø Airport	6.128811314241314
Faro Airport	6.128815491175493
Graciosa Airport	6.128815491175493
Horta Airport	6.128815491175493
Lajes Field	6.128815491175493
Quaqtaq Airport	6.128866984126984
Kuujjuarapik Airport	6.129547539682539
Gillam Airport	6.129547539682539
Esler Regional Airport	6.130017024087023
Altus Air Force Base	6.130017024087023
Tucson International Airport	6.130017024087023
Bergen Airport Flesland	6.130096314241314
Plácido de Castro Airport	6.130431998834499
Grider Field	6.130911392496391
Whiting Field Naval Air Station - North	6.130911392496391
Hana Airport	6.130911392496391
Ernest A. Love Field	6.130911392496391
Webequie Airport	6.131057853535355
Whale Cove Airport	6.131057853535355
Salluit Airport	6.131057853535355
York Landing Airport	6.131057853535355
Lages Airport	6.131087395659896
Lins Airport	6.131087395659896
Governador José Richa Airport	6.131087395659896
Bom Jesus da Lapa Airport	6.131087395659896
Lagoa Santa Airport	6.131087395659896
Hang Nadim International Airport	6.131376594516595
Presidente Castro Pinto International Airport	6.131946486568986
Lauro Carneiro de Loyola Airport	6.131946486568986
Presidente João Suassuna Airport	6.131946486568986
Viracopos International Airport	6.131946486568986
Kingfisher Lake Airport	6.132392041847043
Ogoki Post Airport	6.132392041847043
Poplar Hill Airport	6.132392041847043
Chisasibi Airport	6.132392041847043
Tête-à-la-Baleine Airport	6.132392041847043
João Correa da Rocha Airport	6.132437395659895
Monte Dourado Airport	6.132437395659895
Regional de Maringá - Sílvio Nane Junior Airport	6.132437395659895
Fort Smith Regional Airport	6.13331424963925
Merrill Field	6.13331424963925
Grants-Milan Municipal Airport	6.13331424963925
St. Lewis (Fox Harbour) Airport	6.133655072150072
Port Hope Simpson Airport	6.133655072150072
Rigolet Airport	6.133655072150072
Colville Lake Airport	6.133655072150072
Whatì Airport	6.133655072150072
Deer Lake Airport	6.1337142171717165
St. Theresa Point Airport	6.1337142171717165
Big Trout Lake Airport	6.1337142171717165
Sachigo Lake Airport	6.133810407647908
Round Lake (Weagamow Lake) Airport	6.133810407647908
Kasungu Airport	6.133836507936508
Travis Air Force Base	6.133869473304473
Ten. Cel. Aviador César Bombonato Airport	6.134988744866245
Mário de Almeida Franco Airport	6.134988744866245
Major Brigadeiro Trompowsky Airport	6.134988744866245
Brigadeiro Camarão Airport	6.134988744866245
Eurico de Aguiar Salles Airport	6.135213744866245
Iauaretê Airport	6.135213744866245
Rae Lakes Airport	6.135694217171716
Wairoa Airport	6.1357519164169165
RNZAF Base Auckland-Whenuapai	6.1357519164169165
Whangarei Airport	6.1357519164169165
Westport Airport	6.1357519164169165
Wanganui Airport	6.1357519164169165
Chanute Martin Johnson Airport	6.135882207792208
Jacksonville Executive at Craig Airport	6.135882207792208
Crossville Memorial Whitson Field	6.135882207792208
Davison Army Air Field	6.135882207792208
Barstow Daggett Airport	6.135882207792208
Deming Municipal Airport	6.135882207792208
Desert Rock Airport	6.1360072077922085
Needles Airport	6.1360072077922085
Duke Field	6.1360072077922085
Murray Field	6.1360072077922085
Monte Real Air Base	6.136189062604062
Montijo Airport	6.136189062604062
Ovar Airport	6.136189062604062
João Paulo II Airport	6.136189062604062
Pico Airport	6.136189062604062
Hwange National Park Airport	6.1365726190476195
Chileka International Airport	6.1365726190476195
Enrique Olaya Herrera Airport	6.136907536630036
Baracoa Airport	6.136907536630036
Los Garzones Airport	6.136907536630036
Fabio Alberto Leon Bentley Airport	6.136907536630036
La Nubia Airport	6.136907536630036
Benito Salas Airport	6.136907536630036
Ponca City Regional Airport	6.136971392496393
Woodbourne Airport	6.137291598956599
Williams Field	6.137291598956599
Wanaka Airport	6.137291598956599
Wigram Airport	6.137291598956599
Whakatane Airport	6.137291598956599
Wellington International Airport	6.137291598956599
Pukaki Airport	6.1372915989566
Newport News Williamsburg International Airport	6.138380660450659
Salisbury Ocean City Wicomico Regional Airport	6.138424203019202
Ioannis Kapodistrias International Airport	6.138822648462649
Kasos Airport	6.138822648462649
Alexander the Great International Airport	6.138822648462649
Kashechewan Airport	6.138880883838385
Frans Sales Lega Airport	6.1390765945165935
El Tari Airport	6.1390765945165935
Vancouver Harbour Water Aerodrome	6.1391438095238104
Nemiscau Airport	6.1391438095238104
Hunter Army Air Field	6.139171392496393
Grand Forks International Airport	6.139171392496393
Paulo Afonso Airport	6.139572078199579
Rubem Berta Airport	6.139572078199579
Trenton Mercer Airport	6.140036392496391
General Edward Lawrence Logan International Airport	6.140036392496391
Muskrat Dam Airport	6.140090407647908
Masset Airport	6.140090407647908
Buluh Tumbang (H A S Hanandjoeddin) Airport	6.140276594516593
Pangkal Pinang (Depati Amir) Airport	6.140276594516593
Raja Haji Fisabilillah International Airport	6.140276594516593
Karonga Airport	6.140586507936508
Ilford Airport	6.140724520202021
Eastmain River Airport	6.140724520202021
Fond-Du-Lac Airport	6.140724520202021
Fort Yukon Airport	6.140957582972584
Sparrevohn LRRS Airport	6.140957582972584
Greater Kankakee Airport	6.141207788877789
Achmad Yani Airport	6.141340230880231
Dabo Airport	6.141476594516595
Syamsudin Noor Airport	6.141476594516595
Batu Licin Airport	6.141476594516595
Iskandar Airport	6.141476594516595
Tjilik Riwut Airport	6.141476594516595
Maumere(Wai Oti) Airport	6.141476594516595
Ende (H Hasan Aroeboesman) Airport	6.141476594516595
Cumaná (Antonio José de Sucre) Airport	6.142830311355312
Capitán Manuel Ríos Airbase	6.142830311355312
Clear Airport	6.143973946608948
Seymour Johnson Air Force Base	6.144882788877787
Theodore Francis Green State Airport	6.144882788877787
Twentynine Palms (Self) Airport	6.145514249639249
Emmaboda Airfield	6.145584553224553
Feringe Airport	6.145584553224553
The Pas Airport	6.146794217171718
Nakina Airport	6.146794217171718
Red Lake Airport	6.146794217171718
Stony Rapids Airport	6.146794217171718
Sanikiluaq Airport	6.146794217171718
Hopedale Airport	6.146923809523811
Chevery Airport	6.146923809523811
Ivujivik Airport	6.146923809523811
Island Lake Airport	6.146923809523811
Akulivik Airport	6.146923809523811
Sacramento Mather Airport	6.14719556998557
Mono Airport	6.147912041847041
Tabatinga Airport	6.14805303058053
Tucuruí Airport	6.14805303058053
São Gabriel da Cachoeira Airport	6.14805303058053
Santa Cruz Airport	6.148214141691642
Guararapes - Gilberto Freyre International Airport	6.148214141691642
Santos Dumont Airport	6.148214141691642
Leite Lopes Airport	6.148214141691642
Professor Urbano Ernesto Stumpf Airport	6.148214141691642
Marechal Cunha Machado International Airport	6.148214141691642
Waiouru Airport	6.149313821178822
South Pole Station Airport	6.149313821178822
Tauranga Airport	6.149313821178822
Timaru Airport	6.149313821178822
Buka Airport	6.149396486291486
Chimbu Airport	6.149396486291486
Daru Airport	6.149396486291486
Gurney Airport	6.149396486291486
Girua Airport	6.149396486291486
Wemindji Airport	6.14947939033189
Gods River Airport	6.149660883838385
Swan River Airport	6.149660883838385
Maniitsoq Airport	6.150045072150071
Nanortalik Heliport	6.150045072150071
Narsaq Heliport	6.150045072150071
Qaanaaq Airport	6.150045072150071
Sisimiut Airport	6.150045072150071
Upernavik Airport	6.150045072150071
Qaarsut Airport	6.150045072150071
El Dorado Airport	6.150569200244201
Elorza Airport	6.150569200244201
Andøya Airport	6.150721234876235
Alta Airport	6.150721234876235
Campo Fontenelle Airport	6.150860173437673
Chacalluta Airport	6.150860173437673
Balmaceda Airport	6.150860173437673
El Bosque Airport	6.150860173437673
Kimbe Airport	6.150921738816738
Kiunga Airport	6.150921738816738
Kikori Airport	6.150921738816738
Kerema Airport	6.150921738816738
Kavieng Airport	6.150921738816738
Mendi Airport	6.150921738816738
Momote Airport	6.150921738816738
Moro Airport	6.150921738816738
Misima Island Airport	6.150921738816738
Tari Airport	6.150921738816738
Minot Air Force Base	6.1516441525141525
Beale Air Force Base	6.1516441525141525
Tiriós Airport	6.151886363913864
Senador Petrônio Portela Airport	6.152224141691642
Tefé Airport	6.152224141691642
Tarauacá Airport	6.152224141691642
Telêmaco Borba Airport	6.152224141691642
Lycksele Airport	6.152277597957599
Leirin Airport	6.152441949161949
Florø Airport	6.1524419491619495
Oslo Gardermoen Airport	6.1524419491619495
Haugesund Airport	6.1524419491619495
Kalmar Airport	6.152722648462648
Malmö Sturup Airport	6.152722648462648
Växjö Kronoberg Airport	6.152722648462648
Hallviken Airport	6.152722648462648
Hedlanda Airport	6.152722648462648
Gral. Bernardo O´Higgins Airport	6.152976840104339
Bicycle Lake Army Air Field	6.153579487734487
Vanimo Airport	6.153995072150071
Wapenamanda Airport	6.153995072150071
Alluitsup Paa Heliport	6.153995072150071
Neerlerit Inaat Airport	6.153995072150071
Paamiut Heliport	6.153995072150071
Tabubil Airport	6.154055072150071
Tokua Airport	6.154055072150071
Rennell/Tingoa Airport	6.154196486291486
Marau Airport	6.154196486291486
Suavanao Airport	6.154196486291486
Kaghau Airport	6.154196486291486
Ramata Airport	6.154196486291486
Robins Air Force Base	6.154360656565658
Powell River Airport	6.154594217171717
Canaima Airport	6.154860073260075
Carora Airport	6.15512673992674
General Francisco Bermúdez Airport	6.15512673992674
José Leonardo Chirinos Airport	6.15512673992674
Oscar Machado Zuluaga Airport	6.15512673992674
Sveg Airport	6.155591804306805
Gällivare Airport	6.155591804306805
RNZAF Base Ohakea	6.1556404878454885
Oamaru Airport	6.1556404878454885
Palmerston North Airport	6.1556404878454885
Paraparaumu Airport	6.1556404878454885
Queenstown International Airport	6.1556404878454885
Rotorua Regional Airport	6.1556404878454885
Harstad/Narvik Airport, Evenes	6.155716949161948
Bardufoss Airport	6.155716949161949
Suvarnabhumi Airport	6.155792878787879
Flores Airport	6.155833268953271
Chile Chico Airport	6.155835173437672
El Loa Airport	6.155835173437672
Calabozo Airport	6.1560600732600745
Båtsfjord Airport	6.156645520590521
Kristiansand Airport	6.156645520590521
Geilo Airport Dagali	6.156645520590521
Pikangikum Airport	6.156718026695526
Jönköping Airport	6.15693121989122
Falköping Airport	6.15693121989122
Orlando Executive Airport	6.156964199134198
Bettles Airport	6.157060310245311
Pondok Cabe Air Base	6.15752023088023
Deputado Luiz Eduardo Magalhães International Airport	6.1578641416916415
Trombetas Airport	6.1578641416916415
Nusatupe Airport	6.1578720418470425
Ronneby Airport	6.15813121989122
Råda Air Base	6.15813121989122
Gothenburg-Landvetter Airport	6.15813121989122
Grímsey Airport	6.158505072150071
Thorshofn Airport	6.158505072150071
Vopnafjörður Airport	6.158505072150071
Whistler/Green Lake Water Aerodrome	6.158505072150071
Anahim Lake Airport	6.158505072150071
Williams Harbour Airport	6.158505072150071
Alonso Valderrama Airport	6.158676926406928
Soroako Airport	6.158706767676767
Rancho Murieta Airport	6.1590019807969805
Bob Hope Airport	6.1590019807969805
Detroit Metropolitan Wayne County Airport	6.1590019807969805
Tampa International Airport	6.159176980796982
Pembina Municipal Airport	6.159176980796982
Polk Army Air Field	6.159176980796982
Eielson Air Force Base	6.159176980796982
Range Regional Airport	6.159176980796982
Angelina County Airport	6.159176980796982
Pdte. carlos Ibañez del Campo Airport	6.159481602009102
Uppsala Airport	6.159878947163947
Waskaganish Airport	6.160568253968254
Aupaluk Airport	6.160568253968254
Kimmirut Airport	6.160568253968254
Lansdowne House Airport	6.160568253968254
St Georges Airport	6.160568253968254
Kangiqsualujjuaq (Georges River) Airport	6.160568253968254
Mary's Harbour Airport	6.160568253968254
Chapais Airport	6.160568253968254
Barkarby Airport	6.160620902430902
Karlskoga Airport	6.160620902430902
Comodoro Arturo Merino Benítez International Airport	6.16074303058053
Cerro Moreno Airport	6.16074303058053
Capitan Fuentes Martinez Airport Airport	6.16074303058053
Mora Airport	6.160867331002331
Stockholm Skavsta Airport	6.160867331002331
Arvika Airport	6.160867331002331
Umiujaq Airport	6.16117939033189
Hasvik Airport	6.161846949161949
Kristiansund Airport (Kvernberget)	6.161846949161949
Majuba Power Station Airport	6.162079395604397
Congonhas Airport	6.162089141691643
Prof. Eribelto Manoel Reino State Airport	6.162089141691643
Base Aérea de Santos Airport	6.162089141691643
Qeqertarsuaq Heliport	6.162245072150072
Qaqortoq Heliport	6.162245072150072
Riverside Airport	6.162334951159951
Big Mountain Airport	6.162431933621933
Oscoda Wurtsmith Airport	6.162431933621933
Marina Municipal Airport	6.162431933621933
Adi Sutjipto International Airport	6.1625716594516575
Tunggul Wulung Airport	6.1625716594516575
Peawanuck Airport	6.163212312409813
Naha Airport	6.1638262121212115
Andi Jemma Airport	6.1638262121212115
Albert J Ellis Airport	6.16414655122655
Tuscaloosa Regional Airport	6.16414655122655
Dubuque Regional Airport	6.16414655122655
Shun Tak Heliport	6.16414655122655
Kjeller Airport	6.164247504717505
Midland International Airport	6.164351980796981
Austin Straubel International Airport	6.164351980796981
Ardmore Municipal Airport	6.164351980796981
Youngstown Warren Regional Airport	6.164685656565657
Ladd AAF Airfield	6.164685656565657
Mc Minnville Municipal Airport	6.164685656565657
Enrique Adolfo Jimenez Airport	6.164916926406928
Johnston Atoll Airport	6.164960187590188
Smith Field	6.164960187590188
Arcata Airport	6.164960187590188
Teniente Vidal Airport	6.1658030305805305
Diego Aracena Airport	6.1658030305805305
Bagdogra Airport	6.166346132756133
Bokaro Airport	6.166346132756133
Angel S Adami Airport	6.166356978021977
Santa Bernardina International Airport	6.166356978021977
